#MET135-1  Hist_01410
     -180 0.007762000
     -174 0.002232000
     -168 0.000634000
     -162 0.000160000
     -156 0.000042000
     -150 0.000006000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000002000
       36 0.000000000
       42 0.000000000
       48 0.000002000
       54 0.000002000
       60 0.000012000
       66 0.000034000
       72 0.000104000
       78 0.000144000
       84 0.000246000
       90 0.000400000
       96 0.000652000
      102 0.001476000
      108 0.003182000
      114 0.007848000
      120 0.018174000
      126 0.037728000
      132 0.064768000
      138 0.103916000
      144 0.154986000
      150 0.195370000
      156 0.187226000
      162 0.127162000
      168 0.062244000
      174 0.023486000
