#ARG8-6   Hist_00092
    -180 0.063396000
    -174 0.057960000
    -168 0.049338000
    -162 0.040294000
    -156 0.032266000
    -150 0.025926000
    -144 0.020052000
    -138 0.015374000
    -132 0.012502000
    -126 0.010236000
    -120 0.008908000
    -114 0.007830000
    -108 0.007004000
    -102 0.006724000
     -96 0.006194000
     -90 0.006336000
     -84 0.006822000
     -78 0.007118000
     -72 0.006420000
     -66 0.004822000
     -60 0.002614000
     -54 0.001122000
     -48 0.000340000
     -42 0.000110000
     -36 0.000008000
     -30 0.000008000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000024000
      36 0.000078000
      42 0.000386000
      48 0.001290000
      54 0.003792000
      60 0.009210000
      66 0.015846000
      72 0.021830000
      78 0.022962000
      84 0.022150000
      90 0.020012000
      96 0.019376000
     102 0.018490000
     108 0.017060000
     114 0.015770000
     120 0.015976000
     126 0.017772000
     132 0.021282000
     138 0.026788000
     144 0.034776000
     150 0.043722000
     156 0.053756000
     162 0.062404000
     168 0.067660000
     174 0.067860000
