#LEU118-1  Hist_01238
     -180 0.000026000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000002000
        6 0.000004000
       12 0.000000000
       18 0.000006000
       24 0.000026000
       30 0.000026000
       36 0.000030000
       42 0.000086000
       48 0.000188000
       54 0.000450000
       60 0.000860000
       66 0.001678000
       72 0.002704000
       78 0.004178000
       84 0.006090000
       90 0.009626000
       96 0.015024000
      102 0.023974000
      108 0.040898000
      114 0.070168000
      120 0.112204000
      126 0.154928000
      132 0.175244000
      138 0.159632000
      144 0.117088000
      150 0.067078000
      156 0.027756000
      162 0.008146000
      168 0.001628000
      174 0.000252000
