#LYS20-0  Hist_00208
    -180 0.001588000
    -174 0.009074000
    -168 0.033486000
    -162 0.081142000
    -156 0.142056000
    -150 0.189102000
    -144 0.189034000
    -138 0.143258000
    -132 0.087530000
    -126 0.048130000
    -120 0.025628000
    -114 0.014348000
    -108 0.008776000
    -102 0.006186000
     -96 0.004364000
     -90 0.003686000
     -84 0.003336000
     -78 0.003052000
     -72 0.002614000
     -66 0.001830000
     -60 0.001016000
     -54 0.000408000
     -48 0.000136000
     -42 0.000026000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000012000
     174 0.000182000
