#GLY17-1  Hist_00180
    -180 0.000222000
    -174 0.000472000
    -168 0.001168000
    -162 0.002270000
    -156 0.003738000
    -150 0.005508000
    -144 0.006310000
    -138 0.006436000
    -132 0.005400000
    -126 0.004160000
    -120 0.002762000
    -114 0.001960000
    -108 0.001226000
    -102 0.000854000
     -96 0.000684000
     -90 0.000588000
     -84 0.000644000
     -78 0.000738000
     -72 0.001068000
     -66 0.001686000
     -60 0.002962000
     -54 0.005614000
     -48 0.010668000
     -42 0.019686000
     -36 0.032594000
     -30 0.049296000
     -24 0.070114000
     -18 0.088996000
     -12 0.102848000
      -6 0.112120000
       0 0.113538000
       6 0.107132000
      12 0.090472000
      18 0.066636000
      24 0.041644000
      30 0.022060000
      36 0.009934000
      42 0.003824000
      48 0.001360000
      54 0.000362000
      60 0.000118000
      66 0.000034000
      72 0.000006000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000002000
     168 0.000022000
     174 0.000064000
