#VAL163-0  Hist_01718
     -180 0.000362000
     -174 0.002868000
     -168 0.013554000
     -162 0.044454000
     -156 0.109098000
     -150 0.193662000
     -144 0.232016000
     -138 0.191024000
     -132 0.115256000
     -126 0.055502000
     -120 0.024218000
     -114 0.009842000
     -108 0.004014000
     -102 0.001886000
      -96 0.000958000
      -90 0.000528000
      -84 0.000320000
      -78 0.000204000
      -72 0.000116000
      -66 0.000050000
      -60 0.000028000
      -54 0.000006000
      -48 0.000004000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000030000
