#LEU132-3  Hist_01380
     -180 0.001030000
     -174 0.001870000
     -168 0.002838000
     -162 0.003118000
     -156 0.002732000
     -150 0.001898000
     -144 0.001120000
     -138 0.000698000
     -132 0.000418000
     -126 0.000390000
     -120 0.000494000
     -114 0.000636000
     -108 0.001060000
     -102 0.001860000
      -96 0.003060000
      -90 0.005420000
      -84 0.013552000
      -78 0.038710000
      -72 0.103642000
      -66 0.206670000
      -60 0.266718000
      -54 0.208208000
      -48 0.097540000
      -42 0.028404000
      -36 0.005570000
      -30 0.000938000
      -24 0.000136000
      -18 0.000022000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000002000
       30 0.000004000
       36 0.000016000
       42 0.000040000
       48 0.000064000
       54 0.000056000
       60 0.000048000
       66 0.000028000
       72 0.000026000
       78 0.000020000
       84 0.000014000
       90 0.000006000
       96 0.000002000
      102 0.000000000
      108 0.000002000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000002000
      138 0.000000000
      144 0.000002000
      150 0.000002000
      156 0.000022000
      162 0.000078000
      168 0.000236000
      174 0.000576000
