#VAL155-1  Hist_01624
     -180 0.015420000
     -174 0.004900000
     -168 0.001196000
     -162 0.000230000
     -156 0.000036000
     -150 0.000010000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000004000
       90 0.000008000
       96 0.000008000
      102 0.000036000
      108 0.000178000
      114 0.000858000
      120 0.003766000
      126 0.014264000
      132 0.041698000
      138 0.093866000
      144 0.158074000
      150 0.202954000
      156 0.195602000
      162 0.144312000
      168 0.083248000
      174 0.039332000
