#GLY51-0  Hist_00536
    -180 0.000040000
    -174 0.000062000
    -168 0.000068000
    -162 0.000130000
    -156 0.000134000
    -150 0.000120000
    -144 0.000100000
    -138 0.000090000
    -132 0.000114000
    -126 0.000096000
    -120 0.000136000
    -114 0.000076000
    -108 0.000078000
    -102 0.000068000
     -96 0.000048000
     -90 0.000036000
     -84 0.000016000
     -78 0.000012000
     -72 0.000008000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000004000
      24 0.000024000
      30 0.000102000
      36 0.000728000
      42 0.003254000
      48 0.013202000
      54 0.042172000
      60 0.099124000
      66 0.171770000
      72 0.212076000
      78 0.188752000
      84 0.128616000
      90 0.071476000
      96 0.034980000
     102 0.016508000
     108 0.007766000
     114 0.003642000
     120 0.001878000
     126 0.000964000
     132 0.000572000
     138 0.000366000
     144 0.000226000
     150 0.000126000
     156 0.000104000
     162 0.000044000
     168 0.000038000
     174 0.000054000
