#GLN92-1  Hist_00958
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000002000
     -78 0.000022000
     -72 0.000276000
     -66 0.002490000
     -60 0.014572000
     -54 0.051944000
     -48 0.121894000
     -42 0.191108000
     -36 0.209482000
     -30 0.176282000
     -24 0.117024000
     -18 0.065484000
     -12 0.031338000
      -6 0.012590000
       0 0.004096000
       6 0.001072000
      12 0.000256000
      18 0.000062000
      24 0.000006000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
