#LYS144-3  Hist_01520
     -180 0.088952000
     -174 0.088406000
     -168 0.078678000
     -162 0.065934000
     -156 0.051256000
     -150 0.037200000
     -144 0.024144000
     -138 0.015338000
     -132 0.010144000
     -126 0.007378000
     -120 0.006874000
     -114 0.007372000
     -108 0.009048000
     -102 0.012034000
      -96 0.017110000
      -90 0.026530000
      -84 0.040864000
      -78 0.055212000
      -72 0.058610000
      -66 0.043624000
      -60 0.023868000
      -54 0.009868000
      -48 0.003076000
      -42 0.000906000
      -36 0.000248000
      -30 0.000080000
      -24 0.000046000
      -18 0.000010000
      -12 0.000006000
       -6 0.000004000
        0 0.000002000
        6 0.000006000
       12 0.000006000
       18 0.000026000
       24 0.000092000
       30 0.000236000
       36 0.000790000
       42 0.002028000
       48 0.004582000
       54 0.008072000
       60 0.011642000
       66 0.011976000
       72 0.008848000
       78 0.004536000
       84 0.001830000
       90 0.000676000
       96 0.000200000
      102 0.000082000
      108 0.000026000
      114 0.000026000
      120 0.000028000
      126 0.000026000
      132 0.000078000
      138 0.000222000
      144 0.000676000
      150 0.002492000
      156 0.008618000
      162 0.023488000
      168 0.049444000
      174 0.076426000
