#LEU104-4  Hist_01092
     -180 0.232758000
     -174 0.117698000
     -168 0.036538000
     -162 0.007434000
     -156 0.001110000
     -150 0.000144000
     -144 0.000026000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000002000
      -90 0.000006000
      -84 0.000016000
      -78 0.000058000
      -72 0.000162000
      -66 0.000278000
      -60 0.000450000
      -54 0.000554000
      -48 0.000504000
      -42 0.000334000
      -36 0.000168000
      -30 0.000070000
      -24 0.000008000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000002000
       12 0.000004000
       18 0.000010000
       24 0.000028000
       30 0.000122000
       36 0.000384000
       42 0.000910000
       48 0.001814000
       54 0.002370000
       60 0.002330000
       66 0.001464000
       72 0.000818000
       78 0.000330000
       84 0.000140000
       90 0.000088000
       96 0.000058000
      102 0.000038000
      108 0.000040000
      114 0.000020000
      120 0.000036000
      126 0.000060000
      132 0.000136000
      138 0.000372000
      144 0.001698000
      150 0.007248000
      156 0.028078000
      162 0.087066000
      168 0.193402000
      174 0.272616000
