#GLY78-1  Hist_00814
    -180 0.111122000
    -174 0.164362000
    -168 0.191982000
    -162 0.175900000
    -156 0.126836000
    -150 0.072264000
    -144 0.033492000
    -138 0.013182000
    -132 0.004498000
    -126 0.001438000
    -120 0.000454000
    -114 0.000136000
    -108 0.000058000
    -102 0.000018000
     -96 0.000002000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000004000
     132 0.000010000
     138 0.000060000
     144 0.000282000
     150 0.001122000
     156 0.003630000
     162 0.011010000
     168 0.027380000
     174 0.060758000
