#GLU134-1  Hist_01398
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000006000
      -54 0.000014000
      -48 0.000026000
      -42 0.000040000
      -36 0.000136000
      -30 0.000390000
      -24 0.000848000
      -18 0.001734000
      -12 0.002620000
       -6 0.003796000
        0 0.005016000
        6 0.005652000
       12 0.006514000
       18 0.006520000
       24 0.005820000
       30 0.004860000
       36 0.003424000
       42 0.002532000
       48 0.001768000
       54 0.001558000
       60 0.001448000
       66 0.001546000
       72 0.001948000
       78 0.003170000
       84 0.005824000
       90 0.012864000
       96 0.030012000
      102 0.068018000
      108 0.127426000
      114 0.189204000
      120 0.207116000
      126 0.165282000
      132 0.090840000
      138 0.033242000
      144 0.007502000
      150 0.001146000
      156 0.000130000
      162 0.000006000
      168 0.000002000
      174 0.000000000
