#GLN61-6  Hist_00656
    -180 0.204508000
    -174 0.150512000
    -168 0.083700000
    -162 0.035026000
    -156 0.011790000
    -150 0.003158000
    -144 0.000656000
    -138 0.000122000
    -132 0.000020000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000002000
     126 0.000026000
     132 0.000142000
     138 0.000798000
     144 0.003518000
     150 0.013500000
     156 0.039148000
     162 0.089922000
     168 0.157146000
     174 0.206306000
