#GLU133-1  Hist_01386
     -180 0.018850000
     -174 0.007462000
     -168 0.002258000
     -162 0.000612000
     -156 0.000128000
     -150 0.000016000
     -144 0.000002000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000006000
       54 0.000008000
       60 0.000042000
       66 0.000142000
       72 0.000470000
       78 0.001362000
       84 0.003012000
       90 0.005620000
       96 0.009098000
      102 0.010252000
      108 0.009074000
      114 0.006436000
      120 0.004758000
      126 0.007578000
      132 0.022050000
      138 0.059482000
      144 0.124614000
      150 0.192996000
      156 0.212170000
      162 0.162864000
      168 0.094522000
      174 0.044116000
