#PRO79-1  Hist_00820
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000004000
     -60 0.000038000
     -54 0.000044000
     -48 0.000104000
     -42 0.000178000
     -36 0.000184000
     -30 0.000354000
     -24 0.000728000
     -18 0.001708000
     -12 0.003870000
      -6 0.008132000
       0 0.014714000
       6 0.025514000
      12 0.040774000
      18 0.061594000
      24 0.082668000
      30 0.100806000
      36 0.109704000
      42 0.106858000
      48 0.094280000
      54 0.071102000
      60 0.046232000
      66 0.025814000
      72 0.012488000
      78 0.006122000
      84 0.003724000
      90 0.003592000
      96 0.005434000
     102 0.010126000
     108 0.018426000
     114 0.029854000
     120 0.036878000
     126 0.035412000
     132 0.024812000
     138 0.012324000
     144 0.004244000
     150 0.000972000
     156 0.000168000
     162 0.000020000
     168 0.000000000
     174 0.000000000
