#ASN136-3  Hist_01426
     -180 0.125558000
     -174 0.124630000
     -168 0.092576000
     -162 0.052472000
     -156 0.023800000
     -150 0.009394000
     -144 0.003222000
     -138 0.001140000
     -132 0.000482000
     -126 0.000326000
     -120 0.000218000
     -114 0.000386000
     -108 0.000776000
     -102 0.001808000
      -96 0.004338000
      -90 0.011524000
      -84 0.026302000
      -78 0.049004000
      -72 0.071086000
      -66 0.079222000
      -60 0.062204000
      -54 0.036526000
      -48 0.015854000
      -42 0.005532000
      -36 0.001656000
      -30 0.000512000
      -24 0.000118000
      -18 0.000034000
      -12 0.000012000
       -6 0.000006000
        0 0.000006000
        6 0.000010000
       12 0.000000000
       18 0.000020000
       24 0.000036000
       30 0.000172000
       36 0.000422000
       42 0.001112000
       48 0.002458000
       54 0.004072000
       60 0.004948000
       66 0.004528000
       72 0.003158000
       78 0.002004000
       84 0.001176000
       90 0.000564000
       96 0.000282000
      102 0.000090000
      108 0.000028000
      114 0.000042000
      120 0.000040000
      126 0.000032000
      132 0.000088000
      138 0.000144000
      144 0.000584000
      150 0.002148000
      156 0.007234000
      162 0.021192000
      168 0.050540000
      174 0.092152000
