#GLU34-1  Hist_00348
    -180 0.014156000
    -174 0.004204000
    -168 0.000998000
    -162 0.000194000
    -156 0.000008000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000006000
      54 0.000022000
      60 0.000052000
      66 0.000160000
      72 0.000404000
      78 0.001134000
      84 0.002850000
      90 0.006048000
      96 0.010548000
     102 0.013930000
     108 0.013240000
     114 0.009650000
     120 0.006670000
     126 0.008266000
     132 0.019984000
     138 0.051852000
     144 0.112936000
     150 0.186658000
     156 0.217742000
     162 0.176172000
     168 0.099914000
     174 0.042202000
