#VAL11-0  Hist_00118
    -180 0.000066000
    -174 0.000994000
    -168 0.006714000
    -162 0.029844000
    -156 0.088048000
    -150 0.171134000
    -144 0.221228000
    -138 0.196476000
    -132 0.130410000
    -126 0.071718000
    -120 0.036628000
    -114 0.018110000
    -108 0.009994000
    -102 0.006028000
     -96 0.004170000
     -90 0.002960000
     -84 0.002232000
     -78 0.001480000
     -72 0.000946000
     -66 0.000520000
     -60 0.000190000
     -54 0.000082000
     -48 0.000014000
     -42 0.000006000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000008000
