#MET46-3  Hist_00498
    -180 0.176584000
    -174 0.143768000
    -168 0.089948000
    -162 0.043246000
    -156 0.016606000
    -150 0.005680000
    -144 0.002020000
    -138 0.000826000
    -132 0.000364000
    -126 0.000254000
    -120 0.000242000
    -114 0.000332000
    -108 0.000542000
    -102 0.001192000
     -96 0.002572000
     -90 0.005428000
     -84 0.010680000
     -78 0.017934000
     -72 0.024898000
     -66 0.027206000
     -60 0.022484000
     -54 0.013514000
     -48 0.006338000
     -42 0.002118000
     -36 0.000656000
     -30 0.000230000
     -24 0.000056000
     -18 0.000008000
     -12 0.000006000
      -6 0.000000000
       0 0.000002000
       6 0.000000000
      12 0.000002000
      18 0.000002000
      24 0.000018000
      30 0.000040000
      36 0.000192000
      42 0.000686000
      48 0.001628000
      54 0.003386000
      60 0.005166000
      66 0.006274000
      72 0.005208000
      78 0.003346000
      84 0.001676000
      90 0.000694000
      96 0.000288000
     102 0.000118000
     108 0.000060000
     114 0.000020000
     120 0.000022000
     126 0.000052000
     132 0.000122000
     138 0.000488000
     144 0.001928000
     150 0.006858000
     156 0.021434000
     162 0.055208000
     168 0.108722000
     174 0.160628000
