#ASN197-3  Hist_02060
     -180 0.088564000
     -174 0.081884000
     -168 0.058704000
     -162 0.034820000
     -156 0.019026000
     -150 0.009348000
     -144 0.003808000
     -138 0.001482000
     -132 0.000724000
     -126 0.000486000
     -120 0.000520000
     -114 0.000988000
     -108 0.002450000
     -102 0.006220000
      -96 0.014876000
      -90 0.031564000
      -84 0.057294000
      -78 0.088350000
      -72 0.109392000
      -66 0.103972000
      -60 0.073704000
      -54 0.039566000
      -48 0.016558000
      -42 0.006122000
      -36 0.002392000
      -30 0.000950000
      -24 0.000482000
      -18 0.000176000
      -12 0.000098000
       -6 0.000050000
        0 0.000024000
        6 0.000014000
       12 0.000022000
       18 0.000018000
       24 0.000044000
       30 0.000086000
       36 0.000284000
       42 0.000564000
       48 0.000856000
       54 0.001038000
       60 0.001102000
       66 0.000958000
       72 0.000658000
       78 0.000396000
       84 0.000292000
       90 0.000142000
       96 0.000064000
      102 0.000032000
      108 0.000030000
      114 0.000018000
      120 0.000008000
      126 0.000020000
      132 0.000024000
      138 0.000070000
      144 0.000318000
      150 0.001344000
      156 0.005982000
      162 0.018318000
      168 0.042100000
      174 0.070604000
