#MET145-4  Hist_01538
     -180 0.082792000
     -174 0.059448000
     -168 0.039302000
     -162 0.022854000
     -156 0.012810000
     -150 0.006962000
     -144 0.003900000
     -138 0.002432000
     -132 0.001856000
     -126 0.001314000
     -120 0.001082000
     -114 0.001120000
     -108 0.001702000
     -102 0.003300000
      -96 0.006326000
      -90 0.010732000
      -84 0.014358000
      -78 0.016018000
      -72 0.016116000
      -66 0.015252000
      -60 0.012262000
      -54 0.007172000
      -48 0.002876000
      -42 0.000782000
      -36 0.000196000
      -30 0.000026000
      -24 0.000004000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000002000
       12 0.000006000
       18 0.000020000
       24 0.000094000
       30 0.000454000
       36 0.001990000
       42 0.006732000
       48 0.017302000
       54 0.030784000
       60 0.041478000
       66 0.042520000
       72 0.035780000
       78 0.024694000
       84 0.015354000
       90 0.008782000
       96 0.004796000
      102 0.002896000
      108 0.002028000
      114 0.001894000
      120 0.002246000
      126 0.003284000
      132 0.005466000
      138 0.009858000
      144 0.018690000
      150 0.034284000
      156 0.058274000
      162 0.084916000
      168 0.102360000
      174 0.100022000
