#GLY27-1  Hist_00286
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000002000
    -102 0.000000000
     -96 0.000002000
     -90 0.000000000
     -84 0.000016000
     -78 0.000022000
     -72 0.000262000
     -66 0.001090000
     -60 0.004636000
     -54 0.016428000
     -48 0.046004000
     -42 0.100912000
     -36 0.166910000
     -30 0.207838000
     -24 0.193174000
     -18 0.136212000
     -12 0.074252000
      -6 0.033140000
       0 0.012470000
       6 0.004106000
      12 0.001522000
      18 0.000546000
      24 0.000248000
      30 0.000114000
      36 0.000064000
      42 0.000024000
      48 0.000006000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
