#VAL110-1  Hist_01158
     -180 0.030564000
     -174 0.016302000
     -168 0.007576000
     -162 0.002852000
     -156 0.000878000
     -150 0.000202000
     -144 0.000058000
     -138 0.000010000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000004000
       96 0.000028000
      102 0.000050000
      108 0.000300000
      114 0.001142000
      120 0.004304000
      126 0.014386000
      132 0.039468000
      138 0.085326000
      144 0.142530000
      150 0.186588000
      156 0.183928000
      162 0.139130000
      168 0.090688000
      174 0.053686000
