#MET36-5  Hist_00380
    -180 0.013112000
    -174 0.011174000
    -168 0.009004000
    -162 0.006292000
    -156 0.004176000
    -150 0.002616000
    -144 0.001810000
    -138 0.001302000
    -132 0.000982000
    -126 0.001004000
    -120 0.001162000
    -114 0.001646000
    -108 0.003056000
    -102 0.006054000
     -96 0.014250000
     -90 0.031370000
     -84 0.061380000
     -78 0.098812000
     -72 0.121708000
     -66 0.113648000
     -60 0.081430000
     -54 0.044838000
     -48 0.020188000
     -42 0.007508000
     -36 0.002568000
     -30 0.000780000
     -24 0.000266000
     -18 0.000100000
     -12 0.000034000
      -6 0.000028000
       0 0.000022000
       6 0.000032000
      12 0.000068000
      18 0.000088000
      24 0.000238000
      30 0.000682000
      36 0.001828000
      42 0.004828000
      48 0.011516000
      54 0.023716000
      60 0.039052000
      66 0.050698000
      72 0.050696000
      78 0.039216000
      84 0.024800000
      90 0.013480000
      96 0.007454000
     102 0.004000000
     108 0.002530000
     114 0.001932000
     120 0.001748000
     126 0.001912000
     132 0.002318000
     138 0.003040000
     144 0.004132000
     150 0.005784000
     156 0.007636000
     162 0.009728000
     168 0.011522000
     174 0.013006000
