#GLN117-4  Hist_01230
     -180 0.093712000
     -174 0.086742000
     -168 0.068588000
     -162 0.044564000
     -156 0.023844000
     -150 0.011388000
     -144 0.005650000
     -138 0.003146000
     -132 0.002570000
     -126 0.002912000
     -120 0.004262000
     -114 0.006470000
     -108 0.010684000
     -102 0.016554000
      -96 0.021930000
      -90 0.024208000
      -84 0.024896000
      -78 0.028678000
      -72 0.036596000
      -66 0.040310000
      -60 0.033842000
      -54 0.022786000
      -48 0.011972000
      -42 0.004978000
      -36 0.001618000
      -30 0.000458000
      -24 0.000136000
      -18 0.000040000
      -12 0.000014000
       -6 0.000010000
        0 0.000004000
        6 0.000000000
       12 0.000010000
       18 0.000014000
       24 0.000040000
       30 0.000176000
       36 0.000788000
       42 0.002764000
       48 0.007224000
       54 0.012734000
       60 0.016082000
       66 0.015660000
       72 0.013864000
       78 0.011802000
       84 0.008800000
       90 0.005566000
       96 0.003262000
      102 0.001622000
      108 0.000906000
      114 0.000778000
      120 0.000714000
      126 0.001152000
      132 0.002038000
      138 0.003830000
      144 0.007916000
      150 0.015852000
      156 0.029846000
      162 0.048376000
      168 0.069558000
      174 0.085064000
