#ASN83-1  Hist_00862
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000002000
      60 0.000006000
      66 0.000012000
      72 0.000036000
      78 0.000096000
      84 0.000264000
      90 0.000866000
      96 0.002590000
     102 0.008798000
     108 0.026256000
     114 0.069496000
     120 0.141822000
     126 0.215410000
     132 0.233832000
     138 0.177636000
     144 0.087876000
     150 0.028374000
     156 0.005798000
     162 0.000740000
     168 0.000082000
     174 0.000008000
