#PRO108-3  Hist_01140
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000002000
      -54 0.000032000
      -48 0.002362000
      -42 0.018516000
      -36 0.049436000
      -30 0.058924000
      -24 0.042498000
      -18 0.024884000
      -12 0.013856000
       -6 0.008568000
        0 0.008022000
        6 0.018874000
       12 0.066742000
       18 0.186876000
       24 0.283848000
       30 0.178544000
       36 0.036148000
       42 0.001858000
       48 0.000010000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
