#GLY139-0  Hist_01454
     -180 0.006920000
     -174 0.005464000
     -168 0.003994000
     -162 0.002744000
     -156 0.001894000
     -150 0.001172000
     -144 0.000688000
     -138 0.000548000
     -132 0.000400000
     -126 0.000410000
     -120 0.000476000
     -114 0.000678000
     -108 0.001064000
     -102 0.001834000
      -96 0.003350000
      -90 0.005664000
      -84 0.008484000
      -78 0.009836000
      -72 0.009420000
      -66 0.006662000
      -60 0.003554000
      -54 0.001532000
      -48 0.000392000
      -42 0.000124000
      -36 0.000032000
      -30 0.000002000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000002000
        6 0.000000000
       12 0.000002000
       18 0.000006000
       24 0.000040000
       30 0.000132000
       36 0.000522000
       42 0.002238000
       48 0.008230000
       54 0.024074000
       60 0.054634000
       66 0.098332000
       72 0.132180000
       78 0.136700000
       84 0.113796000
       90 0.081804000
       96 0.053562000
      102 0.035214000
      108 0.024812000
      114 0.018714000
      120 0.015884000
      126 0.014988000
      132 0.014430000
      138 0.014918000
      144 0.015184000
      150 0.015078000
      156 0.014440000
      162 0.012934000
      168 0.010924000
      174 0.008886000
