#THR173-1  Hist_01816
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000002000
       54 0.000002000
       60 0.000000000
       66 0.000008000
       72 0.000020000
       78 0.000010000
       84 0.000020000
       90 0.000056000
       96 0.000160000
      102 0.000832000
      108 0.003694000
      114 0.016178000
      120 0.057778000
      126 0.143992000
      132 0.243356000
      138 0.260188000
      144 0.176510000
      150 0.074780000
      156 0.019464000
      162 0.002692000
      168 0.000246000
      174 0.000012000
