#VAL82-1  Hist_00854
    -180 0.000320000
    -174 0.000054000
    -168 0.000004000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000002000
      66 0.000000000
      72 0.000008000
      78 0.000010000
      84 0.000036000
      90 0.000098000
      96 0.000304000
     102 0.001048000
     108 0.003258000
     114 0.011292000
     120 0.034766000
     126 0.085000000
     132 0.156688000
     138 0.214072000
     144 0.211662000
     150 0.154992000
     156 0.083180000
     162 0.032150000
     168 0.009094000
     174 0.001962000
