#LEU5-4   Hist_00054
    -180 0.242506000
    -174 0.138814000
    -168 0.048860000
    -162 0.011068000
    -156 0.001886000
    -150 0.000302000
    -144 0.000040000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000002000
    -102 0.000004000
     -96 0.000008000
     -90 0.000044000
     -84 0.000086000
     -78 0.000178000
     -72 0.000202000
     -66 0.000194000
     -60 0.000158000
     -54 0.000148000
     -48 0.000136000
     -42 0.000146000
     -36 0.000080000
     -30 0.000022000
     -24 0.000010000
     -18 0.000004000
     -12 0.000002000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000000000
      24 0.000022000
      30 0.000066000
      36 0.000218000
      42 0.000584000
      48 0.001144000
      54 0.001542000
      60 0.001474000
      66 0.001050000
      72 0.000554000
      78 0.000344000
      84 0.000166000
      90 0.000128000
      96 0.000102000
     102 0.000086000
     108 0.000044000
     114 0.000040000
     120 0.000014000
     126 0.000042000
     132 0.000106000
     138 0.000414000
     144 0.001638000
     150 0.006994000
     156 0.025780000
     162 0.078424000
     168 0.174268000
     174 0.259854000
