#PRO81-1  Hist_00842
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000002000
     -96 0.000004000
     -90 0.000002000
     -84 0.000008000
     -78 0.000026000
     -72 0.000078000
     -66 0.000398000
     -60 0.001664000
     -54 0.006444000
     -48 0.020624000
     -42 0.051646000
     -36 0.104240000
     -30 0.165044000
     -24 0.201750000
     -18 0.188396000
     -12 0.135958000
      -6 0.074568000
       0 0.032650000
       6 0.011622000
      12 0.003594000
      18 0.000906000
      24 0.000276000
      30 0.000062000
      36 0.000028000
      42 0.000004000
      48 0.000006000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
