#VAL155-3  Hist_01628
     -180 0.000100000
     -174 0.000080000
     -168 0.000044000
     -162 0.000030000
     -156 0.000020000
     -150 0.000010000
     -144 0.000008000
     -138 0.000004000
     -132 0.000004000
     -126 0.000016000
     -120 0.000032000
     -114 0.000116000
     -108 0.000426000
     -102 0.002070000
      -96 0.008290000
      -90 0.028232000
      -84 0.076476000
      -78 0.155232000
      -72 0.227492000
      -66 0.233830000
      -60 0.162114000
      -54 0.073572000
      -48 0.022044000
      -42 0.004556000
      -36 0.000732000
      -30 0.000108000
      -24 0.000008000
      -18 0.000000000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000004000
       24 0.000006000
       30 0.000020000
       36 0.000034000
       42 0.000094000
       48 0.000194000
       54 0.000340000
       60 0.000556000
       66 0.000662000
       72 0.000642000
       78 0.000436000
       84 0.000216000
       90 0.000098000
       96 0.000018000
      102 0.000006000
      108 0.000002000
      114 0.000000000
      120 0.000000000
      126 0.000002000
      132 0.000008000
      138 0.000018000
      144 0.000040000
      150 0.000118000
      156 0.000210000
      162 0.000198000
      168 0.000226000
      174 0.000204000
