#THR111-0  Hist_01164
     -180 0.000000000
     -174 0.000002000
     -168 0.000034000
     -162 0.000208000
     -156 0.000838000
     -150 0.002678000
     -144 0.006260000
     -138 0.011892000
     -132 0.018052000
     -126 0.023944000
     -120 0.029792000
     -114 0.038784000
     -108 0.053106000
     -102 0.075182000
      -96 0.105752000
      -90 0.139996000
      -84 0.160684000
      -78 0.147286000
      -72 0.104334000
      -66 0.054470000
      -60 0.020086000
      -54 0.005380000
      -48 0.001072000
      -42 0.000140000
      -36 0.000028000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
