#ASN136-1  Hist_01422
     -180 0.000020000
     -174 0.000002000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000006000
      -72 0.000004000
      -66 0.000020000
      -60 0.000060000
      -54 0.000076000
      -48 0.000030000
      -42 0.000058000
      -36 0.000016000
      -30 0.000020000
      -24 0.000018000
      -18 0.000028000
      -12 0.000036000
       -6 0.000036000
        0 0.000104000
        6 0.000232000
       12 0.000406000
       18 0.000908000
       24 0.001828000
       30 0.003542000
       36 0.006352000
       42 0.010912000
       48 0.016038000
       54 0.021074000
       60 0.025048000
       66 0.025676000
       72 0.024044000
       78 0.021258000
       84 0.017908000
       90 0.016220000
       96 0.017036000
      102 0.021954000
      108 0.032624000
      114 0.051998000
      120 0.081732000
      126 0.118114000
      132 0.148568000
      138 0.147818000
      144 0.108926000
      150 0.055396000
      156 0.018774000
      162 0.004244000
      168 0.000752000
      174 0.000084000
