#LEU19-3  Hist_00204
    -180 0.065634000
    -174 0.057874000
    -168 0.038584000
    -162 0.020986000
    -156 0.009424000
    -150 0.003662000
    -144 0.001544000
    -138 0.000744000
    -132 0.000428000
    -126 0.000426000
    -120 0.000524000
    -114 0.000924000
    -108 0.002058000
    -102 0.005216000
     -96 0.012902000
     -90 0.029880000
     -84 0.061100000
     -78 0.103708000
     -72 0.138292000
     -66 0.135592000
     -60 0.096978000
     -54 0.052828000
     -48 0.021186000
     -42 0.007124000
     -36 0.001860000
     -30 0.000460000
     -24 0.000118000
     -18 0.000054000
     -12 0.000012000
      -6 0.000008000
       0 0.000010000
       6 0.000000000
      12 0.000006000
      18 0.000004000
      24 0.000030000
      30 0.000070000
      36 0.000142000
      42 0.000328000
      48 0.000662000
      54 0.001084000
      60 0.001616000
      66 0.002110000
      72 0.002182000
      78 0.001706000
      84 0.001256000
      90 0.000634000
      96 0.000290000
     102 0.000064000
     108 0.000016000
     114 0.000006000
     120 0.000008000
     126 0.000004000
     132 0.000016000
     138 0.000066000
     144 0.000336000
     150 0.001536000
     156 0.006112000
     162 0.017294000
     168 0.036524000
     174 0.055758000
