#GLU164-3  Hist_01732
     -180 0.126246000
     -174 0.100394000
     -168 0.058596000
     -162 0.027556000
     -156 0.011118000
     -150 0.004076000
     -144 0.001500000
     -138 0.000604000
     -132 0.000264000
     -126 0.000154000
     -120 0.000138000
     -114 0.000200000
     -108 0.000364000
     -102 0.000806000
      -96 0.002012000
      -90 0.005358000
      -84 0.014632000
      -78 0.037546000
      -72 0.081762000
      -66 0.117748000
      -60 0.100584000
      -54 0.051234000
      -48 0.017844000
      -42 0.004936000
      -36 0.001322000
      -30 0.000292000
      -24 0.000110000
      -18 0.000048000
      -12 0.000006000
       -6 0.000004000
        0 0.000002000
        6 0.000000000
       12 0.000000000
       18 0.000010000
       24 0.000008000
       30 0.000044000
       36 0.000196000
       42 0.000462000
       48 0.000956000
       54 0.001676000
       60 0.001650000
       66 0.001420000
       72 0.000924000
       78 0.000450000
       84 0.000256000
       90 0.000114000
       96 0.000072000
      102 0.000046000
      108 0.000056000
      114 0.000064000
      120 0.000068000
      126 0.000136000
      132 0.000232000
      138 0.000530000
      144 0.001192000
      150 0.003146000
      156 0.009948000
      162 0.030234000
      168 0.067752000
      174 0.110902000
