#LEU19-0  Hist_00198
    -180 0.000020000
    -174 0.000188000
    -168 0.001192000
    -162 0.004192000
    -156 0.010022000
    -150 0.017024000
    -144 0.023502000
    -138 0.030162000
    -132 0.035302000
    -126 0.039856000
    -120 0.045760000
    -114 0.053598000
    -108 0.068024000
    -102 0.084132000
     -96 0.105062000
     -90 0.120686000
     -84 0.122320000
     -78 0.104196000
     -72 0.071366000
     -66 0.039040000
     -60 0.016530000
     -54 0.005712000
     -48 0.001644000
     -42 0.000390000
     -36 0.000046000
     -30 0.000028000
     -24 0.000004000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
