#ASN98-1  Hist_01018
    -180 0.000142000
    -174 0.000028000
    -168 0.000002000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000008000
      36 0.000008000
      42 0.000016000
      48 0.000034000
      54 0.000094000
      60 0.000236000
      66 0.000548000
      72 0.001226000
      78 0.002258000
      84 0.003704000
      90 0.005576000
      96 0.008404000
     102 0.013610000
     108 0.022992000
     114 0.039692000
     120 0.066338000
     126 0.103808000
     132 0.148104000
     138 0.176888000
     144 0.173756000
     150 0.130076000
     156 0.069586000
     162 0.025314000
     168 0.006426000
     174 0.001126000
