#PRO162-1  Hist_01708
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000006000
       48 0.000006000
       54 0.000010000
       60 0.000038000
       66 0.000048000
       72 0.000126000
       78 0.000214000
       84 0.000408000
       90 0.000756000
       96 0.001804000
      102 0.005252000
      108 0.016324000
      114 0.047118000
      120 0.113030000
      126 0.200392000
      132 0.249650000
      138 0.207284000
      144 0.111498000
      150 0.037510000
      156 0.007398000
      162 0.001052000
      168 0.000072000
      174 0.000004000
