#THR31-0  Hist_00318
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000002000
    -138 0.000002000
    -132 0.000014000
    -126 0.000072000
    -120 0.000326000
    -114 0.001242000
    -108 0.004466000
    -102 0.013944000
     -96 0.037380000
     -90 0.085654000
     -84 0.152178000
     -78 0.206898000
     -72 0.209116000
     -66 0.157448000
     -60 0.085468000
     -54 0.033520000
     -48 0.009606000
     -42 0.002196000
     -36 0.000400000
     -30 0.000062000
     -24 0.000004000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
