#VAL32-0  Hist_00328
    -180 0.000002000
    -174 0.000016000
    -168 0.000330000
    -162 0.003308000
    -156 0.018092000
    -150 0.056334000
    -144 0.114626000
    -138 0.164664000
    -132 0.171446000
    -126 0.146514000
    -120 0.109322000
    -114 0.075174000
    -108 0.050832000
    -102 0.035208000
     -96 0.023738000
     -90 0.014834000
     -84 0.008544000
     -78 0.004368000
     -72 0.001822000
     -66 0.000642000
     -60 0.000140000
     -54 0.000042000
     -48 0.000002000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
