#GLU35-1  Hist_00360
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000004000
     -78 0.000012000
     -72 0.000038000
     -66 0.000062000
     -60 0.000132000
     -54 0.000240000
     -48 0.000466000
     -42 0.000696000
     -36 0.001026000
     -30 0.001898000
     -24 0.003630000
     -18 0.006332000
     -12 0.009890000
      -6 0.012846000
       0 0.014646000
       6 0.013320000
      12 0.010858000
      18 0.008172000
      24 0.005650000
      30 0.004074000
      36 0.003010000
      42 0.002350000
      48 0.001998000
      54 0.001978000
      60 0.002008000
      66 0.002158000
      72 0.002460000
      78 0.003334000
      84 0.005882000
      90 0.011866000
      96 0.027936000
     102 0.062762000
     108 0.119280000
     114 0.177324000
     120 0.196036000
     126 0.157010000
     132 0.086886000
     138 0.032288000
     144 0.008022000
     150 0.001254000
     156 0.000158000
     162 0.000008000
     168 0.000000000
     174 0.000000000
