#GLN106-6  Hist_01116
     -180 0.204390000
     -174 0.153424000
     -168 0.088282000
     -162 0.038080000
     -156 0.013332000
     -150 0.003636000
     -144 0.000838000
     -138 0.000154000
     -132 0.000030000
     -126 0.000002000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000002000
      126 0.000022000
      132 0.000128000
      138 0.000758000
      144 0.003306000
      150 0.012726000
      156 0.037280000
      162 0.087260000
      168 0.152928000
      174 0.203422000
