#PRO100-0  Hist_01038
     -180 0.000024000
     -174 0.000028000
     -168 0.000016000
     -162 0.000016000
     -156 0.000024000
     -150 0.000038000
     -144 0.000046000
     -138 0.000046000
     -132 0.000056000
     -126 0.000066000
     -120 0.000114000
     -114 0.000306000
     -108 0.001226000
     -102 0.003480000
      -96 0.008638000
      -90 0.016124000
      -84 0.025282000
      -78 0.033644000
      -72 0.042876000
      -66 0.051282000
      -60 0.056606000
      -54 0.054678000
      -48 0.047230000
      -42 0.036604000
      -36 0.027628000
      -30 0.021574000
      -24 0.017714000
      -18 0.015506000
      -12 0.015294000
       -6 0.015924000
        0 0.018014000
        6 0.021212000
       12 0.025396000
       18 0.030400000
       24 0.035688000
       30 0.043880000
       36 0.054526000
       42 0.063042000
       48 0.065554000
       54 0.057672000
       60 0.043974000
       66 0.028512000
       72 0.013446000
       78 0.004078000
       84 0.001060000
       90 0.000466000
       96 0.000230000
      102 0.000180000
      108 0.000120000
      114 0.000082000
      120 0.000046000
      126 0.000064000
      132 0.000036000
      138 0.000042000
      144 0.000036000
      150 0.000036000
      156 0.000032000
      162 0.000020000
      168 0.000032000
      174 0.000034000
