#ASN37-3  Hist_00388
    -180 0.120980000
    -174 0.120038000
    -168 0.089062000
    -162 0.050354000
    -156 0.023024000
    -150 0.008720000
    -144 0.003140000
    -138 0.001120000
    -132 0.000474000
    -126 0.000278000
    -120 0.000294000
    -114 0.000352000
    -108 0.000664000
    -102 0.001648000
     -96 0.004518000
     -90 0.011894000
     -84 0.028120000
     -78 0.053244000
     -72 0.078428000
     -66 0.084556000
     -60 0.067066000
     -54 0.038572000
     -48 0.016714000
     -42 0.005744000
     -36 0.001634000
     -30 0.000424000
     -24 0.000112000
     -18 0.000038000
     -12 0.000014000
      -6 0.000006000
       0 0.000008000
       6 0.000002000
      12 0.000002000
      18 0.000010000
      24 0.000038000
      30 0.000152000
      36 0.000358000
      42 0.000942000
      48 0.001972000
      54 0.003258000
      60 0.004108000
      66 0.003738000
      72 0.002680000
      78 0.001706000
      84 0.000812000
      90 0.000416000
      96 0.000222000
     102 0.000112000
     108 0.000034000
     114 0.000034000
     120 0.000026000
     126 0.000042000
     132 0.000070000
     138 0.000132000
     144 0.000542000
     150 0.001994000
     156 0.006894000
     162 0.020738000
     168 0.049248000
     174 0.088478000
