#GLN106-1  Hist_01106
     -180 0.021222000
     -174 0.004994000
     -168 0.000828000
     -162 0.000148000
     -156 0.000026000
     -150 0.000008000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000002000
       96 0.000000000
      102 0.000010000
      108 0.000046000
      114 0.000182000
      120 0.000898000
      126 0.003572000
      132 0.013178000
      138 0.039686000
      144 0.092824000
      150 0.168522000
      156 0.225152000
      162 0.217182000
      168 0.145256000
      174 0.066264000
