#GLU21-5  Hist_00234
    -180 0.008726000
    -174 0.009494000
    -168 0.011432000
    -162 0.014318000
    -156 0.018316000
    -150 0.022504000
    -144 0.026844000
    -138 0.030204000
    -132 0.031558000
    -126 0.030690000
    -120 0.028340000
    -114 0.025458000
    -108 0.021750000
    -102 0.018764000
     -96 0.016324000
     -90 0.014894000
     -84 0.013380000
     -78 0.013290000
     -72 0.013292000
     -66 0.013572000
     -60 0.014156000
     -54 0.014134000
     -48 0.014526000
     -42 0.014452000
     -36 0.013134000
     -30 0.011648000
     -24 0.010248000
     -18 0.008734000
     -12 0.007946000
      -6 0.007640000
       0 0.008168000
       6 0.009196000
      12 0.010840000
      18 0.013852000
      24 0.017012000
      30 0.021732000
      36 0.026956000
      42 0.030290000
      48 0.032794000
      54 0.032934000
      60 0.029910000
      66 0.026772000
      72 0.022492000
      78 0.018806000
      84 0.015934000
      90 0.013758000
      96 0.012960000
     102 0.012092000
     108 0.011824000
     114 0.012414000
     120 0.012700000
     126 0.013416000
     132 0.014048000
     138 0.014106000
     144 0.013606000
     150 0.012948000
     156 0.011242000
     162 0.010104000
     168 0.008812000
     174 0.008514000
