#GLY115-1  Hist_01212
     -180 0.000496000
     -174 0.002086000
     -168 0.006488000
     -162 0.016078000
     -156 0.032256000
     -150 0.050842000
     -144 0.067364000
     -138 0.071324000
     -132 0.058212000
     -126 0.037468000
     -120 0.020160000
     -114 0.009502000
     -108 0.004258000
     -102 0.001968000
      -96 0.000908000
      -90 0.000518000
      -84 0.000280000
      -78 0.000226000
      -72 0.000278000
      -66 0.000286000
      -60 0.000336000
      -54 0.000346000
      -48 0.000404000
      -42 0.000476000
      -36 0.000674000
      -30 0.000804000
      -24 0.001086000
      -18 0.001614000
      -12 0.003118000
       -6 0.008018000
        0 0.019910000
        6 0.043696000
       12 0.079664000
       18 0.113980000
       24 0.122574000
       30 0.100532000
       36 0.064656000
       42 0.033378000
       48 0.013878000
       54 0.004778000
       60 0.001622000
       66 0.000498000
       72 0.000174000
       78 0.000068000
       84 0.000042000
       90 0.000056000
       96 0.000146000
      102 0.000228000
      108 0.000320000
      114 0.000240000
      120 0.000236000
      126 0.000210000
      132 0.000198000
      138 0.000250000
      144 0.000238000
      150 0.000160000
      156 0.000124000
      162 0.000074000
      168 0.000064000
      174 0.000132000
