#PRO138-0  Hist_01442
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000002000
     -126 0.000008000
     -120 0.000076000
     -114 0.000428000
     -108 0.002248000
     -102 0.008636000
      -96 0.029184000
      -90 0.078148000
      -84 0.153994000
      -78 0.220564000
      -72 0.222922000
      -66 0.159546000
      -60 0.082976000
      -54 0.030610000
      -48 0.008476000
      -42 0.001838000
      -36 0.000298000
      -30 0.000042000
      -24 0.000004000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
