#ARG8-5   Hist_00090
    -180 0.138260000
    -174 0.093326000
    -168 0.048860000
    -162 0.021524000
    -156 0.008874000
    -150 0.003664000
    -144 0.001780000
    -138 0.001010000
    -132 0.000690000
    -126 0.000600000
    -120 0.000666000
    -114 0.000922000
    -108 0.001318000
    -102 0.002114000
     -96 0.003938000
     -90 0.007126000
     -84 0.013260000
     -78 0.021620000
     -72 0.027596000
     -66 0.027438000
     -60 0.020038000
     -54 0.011310000
     -48 0.004934000
     -42 0.001662000
     -36 0.000532000
     -30 0.000148000
     -24 0.000042000
     -18 0.000018000
     -12 0.000004000
      -6 0.000006000
       0 0.000002000
       6 0.000006000
      12 0.000018000
      18 0.000026000
      24 0.000118000
      30 0.000392000
      36 0.001152000
      42 0.003706000
      48 0.009544000
      54 0.018060000
      60 0.025470000
      66 0.024508000
      72 0.017102000
      78 0.009034000
      84 0.003978000
      90 0.001706000
      96 0.000732000
     102 0.000436000
     108 0.000248000
     114 0.000202000
     120 0.000250000
     126 0.000364000
     132 0.000804000
     138 0.002058000
     144 0.005626000
     150 0.016110000
     156 0.038800000
     162 0.078080000
     168 0.125794000
     174 0.152394000
