#MET145-5  Hist_01540
     -180 0.008540000
     -174 0.008532000
     -168 0.007180000
     -162 0.005962000
     -156 0.004590000
     -150 0.003302000
     -144 0.002478000
     -138 0.002124000
     -132 0.001792000
     -126 0.001758000
     -120 0.002126000
     -114 0.002922000
     -108 0.004392000
     -102 0.007962000
      -96 0.014268000
      -90 0.024546000
      -84 0.037916000
      -78 0.047088000
      -72 0.047540000
      -66 0.037728000
      -60 0.024458000
      -54 0.012802000
      -48 0.005548000
      -42 0.001976000
      -36 0.000680000
      -30 0.000226000
      -24 0.000074000
      -18 0.000024000
      -12 0.000014000
       -6 0.000018000
        0 0.000010000
        6 0.000028000
       12 0.000052000
       18 0.000118000
       24 0.000402000
       30 0.001280000
       36 0.003908000
       42 0.010726000
       48 0.025870000
       54 0.052244000
       60 0.086404000
       66 0.112660000
       72 0.114212000
       78 0.091376000
       84 0.059202000
       90 0.033048000
       96 0.018340000
      102 0.009922000
      108 0.006586000
      114 0.004658000
      120 0.003960000
      126 0.003626000
      132 0.003850000
      138 0.003974000
      144 0.004250000
      150 0.004548000
      156 0.005074000
      162 0.005998000
      168 0.007044000
      174 0.008064000
