#MET135-5  Hist_01418
     -180 0.015794000
     -174 0.014120000
     -168 0.011310000
     -162 0.008388000
     -156 0.005664000
     -150 0.003736000
     -144 0.002420000
     -138 0.001600000
     -132 0.001156000
     -126 0.000940000
     -120 0.000992000
     -114 0.001460000
     -108 0.002540000
     -102 0.005488000
      -96 0.013116000
      -90 0.030290000
      -84 0.062692000
      -78 0.102368000
      -72 0.128134000
      -66 0.121282000
      -60 0.087290000
      -54 0.047726000
      -48 0.021536000
      -42 0.008166000
      -36 0.002612000
      -30 0.000854000
      -24 0.000268000
      -18 0.000114000
      -12 0.000060000
       -6 0.000034000
        0 0.000026000
        6 0.000026000
       12 0.000040000
       18 0.000076000
       24 0.000230000
       30 0.000708000
       36 0.001710000
       42 0.004666000
       48 0.010582000
       54 0.020010000
       60 0.033180000
       66 0.043346000
       72 0.043742000
       78 0.034006000
       84 0.021132000
       90 0.011010000
       96 0.005898000
      102 0.003170000
      108 0.001948000
      114 0.001558000
      120 0.001416000
      126 0.001486000
      132 0.001890000
      138 0.002420000
      144 0.003644000
      150 0.005314000
      156 0.007236000
      162 0.009824000
      168 0.012964000
      174 0.014592000
