#VAL75-3  Hist_00792
    -180 0.123574000
    -174 0.061562000
    -168 0.022566000
    -162 0.006844000
    -156 0.002038000
    -150 0.000530000
    -144 0.000186000
    -138 0.000082000
    -132 0.000034000
    -126 0.000020000
    -120 0.000018000
    -114 0.000020000
    -108 0.000088000
    -102 0.000146000
     -96 0.000414000
     -90 0.001312000
     -84 0.004784000
     -78 0.016686000
     -72 0.042506000
     -66 0.072732000
     -60 0.080030000
     -54 0.054312000
     -48 0.023004000
     -42 0.006476000
     -36 0.001356000
     -30 0.000168000
     -24 0.000032000
     -18 0.000006000
     -12 0.000002000
      -6 0.000002000
       0 0.000002000
       6 0.000000000
      12 0.000008000
      18 0.000022000
      24 0.000160000
      30 0.000392000
      36 0.001386000
      42 0.003786000
      48 0.007878000
      54 0.011194000
      60 0.010800000
      66 0.006658000
      72 0.002826000
      78 0.001004000
      84 0.000278000
      90 0.000102000
      96 0.000050000
     102 0.000056000
     108 0.000048000
     114 0.000072000
     120 0.000108000
     126 0.000172000
     132 0.000498000
     138 0.001474000
     144 0.004352000
     150 0.012362000
     156 0.034208000
     162 0.078396000
     168 0.137546000
     174 0.162632000
