#LEU38-0  Hist_00394
    -180 0.000232000
    -174 0.001606000
    -168 0.007530000
    -162 0.025600000
    -156 0.064536000
    -150 0.114960000
    -144 0.145274000
    -138 0.136018000
    -132 0.102150000
    -126 0.066796000
    -120 0.042778000
    -114 0.028994000
    -108 0.021392000
    -102 0.018076000
     -96 0.018402000
     -90 0.021874000
     -84 0.028310000
     -78 0.036750000
     -72 0.041618000
     -66 0.036790000
     -60 0.024068000
     -54 0.011214000
     -48 0.003510000
     -42 0.001020000
     -36 0.000262000
     -30 0.000052000
     -24 0.000012000
     -18 0.000008000
     -12 0.000014000
      -6 0.000004000
       0 0.000004000
       6 0.000000000
      12 0.000002000
      18 0.000002000
      24 0.000006000
      30 0.000020000
      36 0.000018000
      42 0.000034000
      48 0.000026000
      54 0.000010000
      60 0.000002000
      66 0.000004000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000002000
     174 0.000020000
