#LEU175-4  Hist_01840
     -180 0.117344000
     -174 0.068062000
     -168 0.024426000
     -162 0.005392000
     -156 0.000810000
     -150 0.000100000
     -144 0.000014000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000004000
     -102 0.000010000
      -96 0.000016000
      -90 0.000072000
      -84 0.000198000
      -78 0.000420000
      -72 0.000926000
      -66 0.001622000
      -60 0.002818000
      -54 0.004176000
      -48 0.004430000
      -42 0.002942000
      -36 0.001434000
      -30 0.000430000
      -24 0.000130000
      -18 0.000026000
      -12 0.000010000
       -6 0.000004000
        0 0.000000000
        6 0.000008000
       12 0.000008000
       18 0.000060000
       24 0.000224000
       30 0.000938000
       36 0.002860000
       42 0.007084000
       48 0.014506000
       54 0.021242000
       60 0.025194000
       66 0.026326000
       72 0.027712000
       78 0.031954000
       84 0.040692000
       90 0.047136000
       96 0.041780000
      102 0.029812000
      108 0.018338000
      114 0.011728000
      120 0.008400000
      126 0.007300000
      132 0.008518000
      138 0.011744000
      144 0.017870000
      150 0.027552000
      156 0.041976000
      162 0.065426000
      168 0.099766000
      174 0.128030000
