#GLY150-1  Hist_01576
     -180 0.000148000
     -174 0.000212000
     -168 0.000258000
     -162 0.000256000
     -156 0.000244000
     -150 0.000270000
     -144 0.000208000
     -138 0.000160000
     -132 0.000134000
     -126 0.000138000
     -120 0.000108000
     -114 0.000146000
     -108 0.000114000
     -102 0.000066000
      -96 0.000060000
      -90 0.000042000
      -84 0.000036000
      -78 0.000080000
      -72 0.000130000
      -66 0.000212000
      -60 0.000584000
      -54 0.001508000
      -48 0.003516000
      -42 0.008176000
      -36 0.019350000
      -30 0.039420000
      -24 0.073012000
      -18 0.115266000
      -12 0.152588000
       -6 0.165896000
        0 0.150696000
        6 0.113330000
       12 0.072750000
       18 0.041218000
       24 0.021328000
       30 0.010076000
       36 0.004608000
       42 0.001908000
       48 0.000778000
       54 0.000298000
       60 0.000158000
       66 0.000060000
       72 0.000014000
       78 0.000002000
       84 0.000012000
       90 0.000016000
       96 0.000012000
      102 0.000022000
      108 0.000034000
      114 0.000028000
      120 0.000032000
      126 0.000036000
      132 0.000020000
      138 0.000032000
      144 0.000014000
      150 0.000010000
      156 0.000010000
      162 0.000024000
      168 0.000048000
      174 0.000088000
