#PRO81-5  Hist_00850
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000056000
     -54 0.002836000
     -48 0.030868000
     -42 0.100824000
     -36 0.136624000
     -30 0.094236000
     -24 0.041770000
     -18 0.015458000
     -12 0.006886000
      -6 0.005520000
       0 0.008718000
       6 0.020454000
      12 0.050760000
      18 0.108036000
      24 0.163544000
      30 0.143298000
      36 0.059906000
      42 0.009740000
      48 0.000464000
      54 0.000002000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
