#THR195-0  Hist_02034
     -180 0.000290000
     -174 0.002346000
     -168 0.012118000
     -162 0.048466000
     -156 0.127078000
     -150 0.215986000
     -144 0.237960000
     -138 0.179976000
     -132 0.099940000
     -126 0.045694000
     -120 0.018388000
     -114 0.007078000
     -108 0.002808000
     -102 0.001084000
      -96 0.000476000
      -90 0.000176000
      -84 0.000072000
      -78 0.000018000
      -72 0.000012000
      -66 0.000002000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000002000
      174 0.000030000
