#ASN197-4  Hist_02062
     -180 0.023182000
     -174 0.028684000
     -168 0.034890000
     -162 0.039236000
     -156 0.043216000
     -150 0.044692000
     -144 0.045946000
     -138 0.046700000
     -132 0.048302000
     -126 0.049910000
     -120 0.051700000
     -114 0.052658000
     -108 0.053696000
     -102 0.050850000
      -96 0.045080000
      -90 0.035268000
      -84 0.024620000
      -78 0.014478000
      -72 0.007638000
      -66 0.003500000
      -60 0.001644000
      -54 0.000766000
      -48 0.000412000
      -42 0.000302000
      -36 0.000272000
      -30 0.000298000
      -24 0.000478000
      -18 0.000640000
      -12 0.000894000
       -6 0.001272000
        0 0.001656000
        6 0.001708000
       12 0.001712000
       18 0.001694000
       24 0.001482000
       30 0.001306000
       36 0.001162000
       42 0.001136000
       48 0.001392000
       54 0.002048000
       60 0.003700000
       66 0.007034000
       72 0.012740000
       78 0.019224000
       84 0.024604000
       90 0.024562000
       96 0.019876000
      102 0.014774000
      108 0.010146000
      114 0.007458000
      120 0.006096000
      126 0.005492000
      132 0.005502000
      138 0.005898000
      144 0.006746000
      150 0.007536000
      156 0.008946000
      162 0.011272000
      168 0.014024000
      174 0.017850000
