#ASN37-1  Hist_00384
    -180 0.000074000
    -174 0.000028000
    -168 0.000002000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000002000
     -66 0.000002000
     -60 0.000020000
     -54 0.000032000
     -48 0.000024000
     -42 0.000022000
     -36 0.000018000
     -30 0.000010000
     -24 0.000012000
     -18 0.000018000
     -12 0.000018000
      -6 0.000044000
       0 0.000110000
       6 0.000256000
      12 0.000522000
      18 0.000934000
      24 0.002030000
      30 0.004048000
      36 0.007152000
      42 0.011926000
      48 0.017282000
      54 0.022462000
      60 0.026044000
      66 0.027282000
      72 0.025240000
      78 0.022494000
      84 0.019126000
      90 0.017606000
      96 0.018612000
     102 0.023374000
     108 0.034404000
     114 0.054034000
     120 0.081408000
     126 0.116104000
     132 0.142362000
     138 0.140586000
     144 0.102462000
     150 0.053484000
     156 0.020036000
     162 0.006128000
     168 0.001734000
     174 0.000432000
