#PRO39-1  Hist_00406
    -180 0.010498000
    -174 0.002844000
    -168 0.000648000
    -162 0.000120000
    -156 0.000018000
    -150 0.000010000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000006000
     -66 0.000028000
     -60 0.000114000
     -54 0.000322000
     -48 0.000938000
     -42 0.002068000
     -36 0.003910000
     -30 0.005846000
     -24 0.007648000
     -18 0.008022000
     -12 0.006980000
      -6 0.005068000
       0 0.003074000
       6 0.001634000
      12 0.000966000
      18 0.000628000
      24 0.000530000
      30 0.000468000
      36 0.000694000
      42 0.000952000
      48 0.001514000
      54 0.002350000
      60 0.003424000
      66 0.004422000
      72 0.005142000
      78 0.005464000
      84 0.005184000
      90 0.005044000
      96 0.005190000
     102 0.006106000
     108 0.008254000
     114 0.011958000
     120 0.019134000
     126 0.032198000
     132 0.055986000
     138 0.091002000
     144 0.130712000
     150 0.161820000
     156 0.157962000
     162 0.121496000
     168 0.070738000
     174 0.030866000
